name,datasets,bidirectional_lstm,lstm_dropout,mlp_dropout,lr,step_size,gamma,weight_decay,hidden_dim,num_layers,batch_size,frame_frequency,num_epoch,num_workers,train_loss,test_loss,train_acc,test_acc,top5_test_acc,best_epoch,Time
DINO_features,"['deephand_left', 'dino_left_large', 'heatmap']",False,0.1,0.1,0.0002,5,0.5,0,512,3,32,2,20,4,0.05,0.02,99.19,87.47,97.35,18,2024-12-01_04-23-02
DINO_features,"['deephand_left', 'dino_left_large', 'heatmap']",False,0.1,0.1,0.0002,5,0.5,0,512,3,32,2,20,4,0.05,0.02,99.11,89.94,97.75,19,2024-12-01_08-24-33
DINO_features,"['deephand_left', 'dino_left_large']",True,0.1,0.1,0.0002,5,0.5,0,512,3,16,2,20,4,0.06,0.04,98.51,84.99,96.88,14,2024-12-01_09-09-08
DINO_features,"['deephand_left', 'dino_left_large']",False,0.1,0.1,0.0002,5,0.5,0,512,3,16,2,20,4,0.04,0.04,99.07,83.53,96.13,16,2024-12-01_09-17-22
DINO_features,"['deephand_left', 'dino_left_large']",True,0.2,0.2,0.0002,5,0.5,0,512,3,16,2,20,4,0.08,0.04,98.00,85.30,97.04,12,2024-12-01_09-30-48
DINO_features,"['deephand_left', 'dino_left_large']",False,0.2,0.2,0.0002,5,0.5,0,512,3,16,2,20,4,0.09,0.04,97.96,82.89,96.40,14,2024-12-01_09-39-02
DINO_features,"['deephand_left', 'dino_left_large', 'heatmap']",False,0.1,0.1,0.0002,5,0.5,0,512,3,16,2,20,4,0.04,0.04,99.19,83.44,96.46,17,2024-12-01_10-49-35
DINO_features,"['deephand_left', 'dino_left_large', 'heatmap']",False,0.2,0.2,0.0002,5,0.5,0,512,3,16,2,20,4,0.07,0.04,98.37,82.98,96.35,16,2024-12-01_11-59-49
DINO_features,"['deephand_left', 'dino_left_large', 'dino_face_small', 'heatmap']",False,0.1,0.1,0.0002,5,0.5,0,512,3,16,2,20,4,0.06,0.05,98.81,81.85,96.04,17,2024-12-01_13-11-08
DINO_features,"['deephand_left', 'dino_left_large', 'dino_face_small', 'heatmap']",False,0.2,0.2,0.0002,5,0.5,0,512,3,16,2,20,4,0.09,0.04,98.32,81.96,96.60,17,2024-12-01_14-23-02
DINO_features,"['deephand_left', 'dino_left_large', 'dino_right_small']",True,0.1,0.1,0.0002,5,0.5,0,512,3,16,2,20,4,0.04,0.04,99.28,85.76,97.21,17,2024-12-01_14-37-57
DINO_features,"['deephand_left', 'dino_left_large', 'dino_right_small']",False,0.1,0.1,0.0002,5,0.5,0,512,3,16,2,20,4,0.07,0.04,98.51,83.07,96.07,15,2024-12-01_14-47-25
DINO_features,"['deephand_left', 'dino_left_large', 'dino_right_small']",True,0.2,0.2,0.0002,5,0.5,0,512,3,16,2,20,4,0.07,0.04,98.77,84.04,96.35,18,2024-12-01_15-02-21
DINO_features,"['deephand_left', 'dino_left_large', 'dino_right_small']",False,0.2,0.2,0.0002,5,0.5,0,512,3,16,2,20,4,0.11,0.05,97.89,81.54,95.84,16,2024-12-01_15-12-00
DINO_features,"['deephand_left', 'dino_left_large', 'dino_face_small']",True,0.1,0.1,0.0002,5,0.5,0,512,3,16,2,20,4,0.03,0.05,99.48,81.79,95.78,17,2024-12-01_15-26-43
