name,datasets,bidirectional_lstm,lstm_dropout,mlp_dropout,lr,step_size,gamma,weight_decay,hidden_dim,num_layers,batch_size,frame_frequency,num_epoch,num_workers,concatenate,train_loss,test_loss,train_acc,test_acc,top5_test_acc,best_epoch,Time
DINO_features_sum,"['deephand_left', 'dino_left_large', 'dino_face_small', 'dino_right_small', 'heatmap']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.01,0.05,99.88,87.2,98.7,17,2024-12-24_06-27-16
DINO_features_sum,"['deephand_left', 'dino_left_large', 'dino_face_small', 'dino_right_small', 'heatmap']",True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.01,0.05,99.94,87.82,98.7,18,2024-12-24_08-06-05
DINO_features_sum,['heatmap'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.73,0.23,85.47,52.96,81.39,18,2024-12-24_09-21-42
DINO_features_sum,['deephand_left'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.2,0.02,98.8,76.57,94.14,16,2024-12-24_09-30-31
DINO_features_sum,['deephand_left'],True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.12,0.02,99.58,78.07,94.39,19,2024-12-24_09-39-54
DINO_features_sum,['dino_left_large'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.24,0.02,98.47,80.57,96.42,16,2024-12-24_09-44-49
DINO_features_sum,['dino_left_large'],True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.19,0.02,99.19,79.75,96.4,17,2024-12-24_09-54-22
DINO_features_sum,['dino_left_small'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.3,0.02,98.26,76.41,95.11,19,2024-12-24_09-58-42
DINO_features_sum,['dino_left_small'],True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.26,0.02,99.01,74.96,94.52,18,2024-12-24_10-07-22
DINO_features_sum,['dino_right_large'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,1.7,0.04,67.27,50.77,66.6,19,2024-12-24_10-12-18
DINO_features_sum,['dino_right_large'],True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,1.72,0.04,67.63,50.11,67.35,19,2024-12-24_10-21-52
DINO_features_sum,['dino_right_small'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,1.79,0.04,66.41,45.34,63.24,17,2024-12-24_10-26-12
DINO_features_sum,['dino_right_small'],True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,1.77,0.04,67.22,46.35,63.9,18,2024-12-24_10-34-52
DINO_features_sum,['dino_face_small'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,1.65,0.06,73.09,22.15,44.21,18,2024-12-24_10-39-09
DINO_features_sum,['dino_face_small'],True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,1.73,0.06,72.55,22.28,44.47,14,2024-12-24_10-47-49
DINO_features_sum,"['deephand_left', 'dino_left_large']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.1,0.01,99.64,85.39,97.88,19,2024-12-24_10-54-17
DINO_features_sum,"['deephand_left', 'dino_left_large']",True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.09,0.01,99.75,86.03,98.19,17,2024-12-24_11-05-43
DINO_features_sum,"['deephand_left', 'dino_left_large', 'dino_face_small', 'dino_right_small']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.14,0.01,99.46,86.89,98.5,15,2024-12-24_11-13-37
DINO_features_sum,"['deephand_left', 'dino_left_large', 'dino_face_small', 'dino_right_small']",True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.11,0.01,99.82,85.28,98.12,19,2024-12-24_11-26-47
DINO_features_sum,['deephand_right'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,1.73,0.04,67.37,45.49,63.7,14,2024-12-24_22-06-44
DINO_features_sum,['deephand_right'],True,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,1.6,0.04,69.6,45.42,63.7,17,2024-12-24_22-16-32
Heatmap_limb_13,['heatmap'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.2,0.16,97.31,64.08,89.35,17,2024-12-25_15-17-25
Heatmap_limb_13,['heatmap_3d'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0,0.1,100,79.09,95.62,19,2024-12-25_18-40-24
Heatmap_limb_13,['heatmap_limb'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.45,0.19,91.13,60.04,87.16,15,2024-12-25_22-05-32
Heatmap_limb_13,"['dino_left_large', 'dino_right_small', 'dino_face_small']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.31,0.02,98.45,78.25,95.51,17,2024-12-26_02-19-25
Heatmap_limb_13,['heatmap_3d_limb'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.01,0.11,100,77.06,95.4,16,2024-12-26_06-16-21
Heatmap_limb_13,"['dino_left_large', 'dino_face_small', 'dino_right_small', 'heatmap']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.03,0.08,99.84,81.7,97.13,18,2024-12-26_07-31-19
Heatmap_limb_13,"['deephand_left', 'dino_left_large', 'dino_face_small', 'dino_right_small', 'heatmap']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.01,0.05,99.9,87.53,98.76,19,2024-12-26_14-54-13
Heatmap_limb_13,"['deephand_left', 'dino_left_large', 'dino_face_small', 'dino_right_small', 'heatmap_3d']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0,0.04,100,90.78,99.05,18,2024-12-26_20-01-47
Heatmap_limb_13,"['dino_left_large', 'dino_right_small', 'dino_face_small']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.04,0.08,99.65,81.9,96.91,18,2024-12-26_22-41-57
Heatmap_limb_13,"['dino_left_large', 'dino_right_large', 'dino_face_small']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,8,2,20,4,True,0.04,0.09,99.62,80.24,96.53,18,2024-12-26_23-05-18
Colab_Heatmap_3d,"['dino_left_large', 'dino_face_small', 'dino_right_small']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.27,0.02,98.81,78.47,96.09,19,2024-12-26_02-35-47
Colab_Heatmap_3d,['heatmap'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.64,0.03,91.51,59.97,85.74,18,2024-12-26_03-57-47
Colab_Heatmap_3d,['heatmap_3d'],False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.22,0.02,99.34,74.47,94.96,15,2024-12-26_05-17-23
Colab_Heatmap_3d,"['dino_left_large', 'dino_face_small', 'dino_right_small', 'heatmap']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.26,0.02,99.1,77.21,95.65,17,2024-12-26_10-39-44
Colab_Heatmap_3d,"['dino_left_large', 'dino_face_small', 'dino_right_small', 'heatmap_3d']",False,0.1,0.1,0.00005,5,0.5,0.01,1024,2,64,2,20,4,True,0.05,0.01,100,86.65,98.34,17,2024-12-26_16-18-56
Heatmap_limb_13,['dino_right_large'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,8,2,20,4,True,1.44,0.30,68.74,52.43,68.26,13,2024-12-28_00-06-36
Heatmap_limb_13,['dino_left_small_finetuned'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.00,0.14,99.95,73.59,91.47,15,2024-12-31_14-20-42
Heatmap_limb_13,['dino_left_small'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,2,4,True,4.11,0.06,22.66,28.38,63.40,1,2024-12-31_14-45-44
Heatmap_limb_13,['dino_left_small_finetuned'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,2,4,True,2.12,0.05,79.41,56.90,85.48,1,2024-12-31_14-46-15
Heatmap_limb_13,['dino_left_small'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.31,0.02,98.09,76.13,95.29,19,2024-12-31_14-53-38
Heatmap_limb_13,['dino_left_small_finetuned'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.04,0.02,99.97,71.77,92.29,15,2024-12-31_14-58-06
Heatmap_limb_13,['dino_face_small_trained'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,1.64,0.07,80.09,22.15,40.21,14,2025-01-05_21-51-04
Heatmap_limb_13,['dino_face_small'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,1.68,0.06,72.73,21.75,43.88,19,2025-01-05_21-55-27
Pretrained,['dino_left_small_trained'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.06,0.02,99.97,81.65,96.86,19,2025-01-06_20-41-33
Pretrained,['dino_left_small'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.32,0.02,97.93,75.35,94.47,18,2025-01-06_20-51-02
Pretrained,['dino_left_small_trained'],False,0.1,0.1,2.5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.33,0.03,99.02,77.10,95.71,19,2025-01-06_20-58-08
Pretrained,['dino_left_small_trained'],False,0.1,0.1,4e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.10,0.02,99.89,80.59,96.88,18,2025-01-06_21-04-10
Pretrained,['dino_left_small'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.32,0.02,98.04,75.82,94.63,18,2025-01-07_17-51-06
Pretrained,['dino_left_small_trained_mixed'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.08,0.02,99.92,81.26,97.10,16,2025-01-07_17-55-13
Pretrained,['dino_right_small'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,1.82,0.04,66.19,46.04,63.88,15,2025-01-07_17-59-18
Pretrained,['dino_right_small_trained_mixed'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,1.22,0.04,78.84,50.20,65.94,19,2025-01-07_18-03-42
Pretrained,['dino_left_large'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.22,0.02,98.86,80.00,96.42,18,2025-01-09_17-34-43
Pretrained,['dino_left_large_trained_mixed'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.08,0.01,99.97,83.80,96.84,18,2025-01-09_20-54-36
Pretrained,['dino_right_large'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,1.70,0.04,67.21,51.11,67.75,17,2025-01-09_20-59-29
Pretrained,['dino_right_large_trained_mixed'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,1.41,0.04,73.46,49.73,64.72,12,2025-01-09_21-04-18
Pretrained,['dino_face_small'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,1.68,0.06,72.05,23.92,45.65,19,2025-01-09_21-09-35
Pretrained,['dino_face_large_trained_mixed'],False,0.1,0.1,5e-05,5,0.5,0.01,1024,2,64,2,20,4,True,0.80,0.07,97.63,21.33,39.63,19,2025-01-09_21-17-56
